name,points,challenge,elibigility
IIT(BHU)CyberSec,8184,"{'challenge_name': ['Reader', 'television', 'Survey', 'Vault', 'basic rust rev', 'EEnemies', ""D' Lo"", 'Buildings', 'Spooky Query Leaks', 'trynewthings', 'unpopcorn', 'decipherium', 'tictactocket', 'beer sales', 'TommyCam', 'Redwoods', ""Tommy's Artventures"", 'colors (crypto)', 'concoction (rev)', 'Computer Has Virus', 'Portal', 'pineapple', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'welcome'], 'challenge_category': ['pwn', 'osint', 'feedback', 'rev', 'rev', 'misc', 'crypto', 'osint', 'web', 'rev', 'crypto', 'crypto', 'web', 'osint', 'osint', 'misc', 'web', 'beginner', 'beginner', 'forensics', 'pwn', 'forensics', 'forensics', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['436', '300', '11', '477', '366', '493', '465', '300', '419', '316', '300', '300', '300', '300', '300', '391', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T07:51:36.620521Z', '2024-11-03T05:14:57.209594Z', '2024-11-03T05:05:55.112594Z', '2024-11-02T09:04:42.650463Z', '2024-11-02T07:38:53.672769Z', '2024-11-02T06:54:31.650190Z', '2024-11-02T06:49:58.927305Z', '2024-11-02T06:21:36.543607Z', '2024-11-02T06:10:20.050873Z', '2024-11-02T05:52:15.589368Z', '2024-11-02T05:50:11.327232Z', '2024-11-02T05:38:05.621122Z', '2024-11-02T05:28:43.700816Z', '2024-11-02T05:24:33.381850Z', '2024-11-02T05:08:35.898871Z', '2024-11-02T05:00:37.646174Z', '2024-11-02T04:51:15.676939Z', '2024-11-02T04:44:46.234709Z', '2024-11-02T04:41:52.497179Z', '2024-11-02T04:31:45.217782Z', '2024-11-02T04:26:21.634700Z', '2024-11-02T04:23:36.546851Z', '2024-11-02T04:16:16.468928Z', '2024-11-02T04:14:45.531112Z', '2024-11-02T04:14:23.541403Z', '2024-11-02T04:13:44.606402Z']}","Casual (No prizes, teams allowed)"
eu sunt bau bau 👻😱,8161,"{'challenge_name': ['tictacBINGO', 'television', 'Buildings', 'Survey', ""D' Lo"", 'beer sales', 'unpopcorn', 'Spooky Query Leaks', 'Vault', 'decipherium', 'Redwoods', 'basic rust rev', 'trynewthings', 'Reader', 'pineapple', 'tictactocket', ""Tommy's Artventures"", 'TommyCam', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'Computer Has Virus', 'think_twice', 'Portal', 'welcome'], 'challenge_category': ['web', 'osint', 'osint', 'feedback', 'crypto', 'osint', 'crypto', 'web', 'rev', 'crypto', 'misc', 'rev', 'rev', 'pwn', 'forensics', 'web', 'web', 'osint', 'beginner', 'beginner', 'beginner', 'beginner', 'forensics', 'forensics', 'pwn', 'welcome'], 'challenge_points': ['470', '300', '300', '11', '465', '300', '300', '419', '477', '300', '391', '366', '316', '436', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T10:47:38.567667Z', '2024-11-03T07:45:47.378829Z', '2024-11-03T07:37:03.459130Z', '2024-11-03T07:17:39.445518Z', '2024-11-02T22:19:40.370105Z', '2024-11-02T18:30:02.591560Z', '2024-11-02T17:43:46.469846Z', '2024-11-02T17:40:54.164781Z', '2024-11-02T15:44:34.833675Z', '2024-11-02T13:57:56.473724Z', '2024-11-02T13:31:44.216758Z', '2024-11-02T13:24:10.278664Z', '2024-11-02T13:21:42.771805Z', '2024-11-02T12:48:15.986012Z', '2024-11-02T12:15:55.553221Z', '2024-11-02T11:37:59.245145Z', '2024-11-02T11:37:41.764556Z', '2024-11-02T11:26:20.645515Z', '2024-11-02T11:16:55.993317Z', '2024-11-02T11:05:05.824262Z', '2024-11-02T11:04:11.347807Z', '2024-11-02T11:03:38.782158Z', '2024-11-02T11:02:33.434782Z', '2024-11-02T11:00:17.852481Z', '2024-11-02T10:55:00.044470Z', '2024-11-02T10:50:26.361409Z']}","Competitive (Individual, for prizes)"
thek0der,8161,"{'challenge_name': ['Buildings', 'tictacBINGO', 'Redwoods', 'television', 'beer sales', 'Reader', ""D' Lo"", 'Spooky Query Leaks', 'unpopcorn', 'Survey', 'Portal', 'colors (crypto)', 'Vault', 'basic rust rev', 'TommyCam', 'tictactocket', ""Tommy's Artventures"", 'decipherium', 'trynewthings', 'pineapple', 'Computer Has Virus', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'concoction (rev)', 'welcome'], 'challenge_category': ['osint', 'web', 'misc', 'osint', 'osint', 'pwn', 'crypto', 'web', 'crypto', 'feedback', 'pwn', 'beginner', 'rev', 'rev', 'osint', 'web', 'web', 'crypto', 'rev', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '470', '391', '300', '300', '436', '465', '419', '300', '11', '300', '300', '477', '366', '300', '300', '300', '300', '316', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T18:06:52.977330Z', '2024-11-03T15:49:57.936767Z', '2024-11-03T15:06:11.707186Z', '2024-11-03T14:43:23.888908Z', '2024-11-03T14:39:43.314982Z', '2024-11-03T14:17:08.146693Z', '2024-11-03T14:11:51.921836Z', '2024-11-03T13:43:07.452084Z', '2024-11-03T12:54:00.690781Z', '2024-11-03T12:51:02.281785Z', '2024-11-02T12:50:29.191994Z', '2024-11-02T12:43:34.600991Z', '2024-11-02T08:06:25.083188Z', '2024-11-02T07:50:19.551739Z', '2024-11-02T07:32:35.206314Z', '2024-11-02T07:05:46.411977Z', '2024-11-02T07:00:27.949130Z', '2024-11-02T06:36:55.578430Z', '2024-11-02T06:32:53.737125Z', '2024-11-02T06:25:41.576700Z', '2024-11-02T06:05:38.006800Z', '2024-11-02T05:57:30.432107Z', '2024-11-02T05:52:11.067595Z', '2024-11-02T05:51:51.833084Z', '2024-11-02T05:51:21.737689Z', '2024-11-02T05:48:37.758301Z']}","Competitive (Individual, for prizes)"
FlagMotori,7970,"{'challenge_name': ['beer sales', 'TommyCam', 'television', 'Authentic Stacker', 'Survey', 'tictacBINGO', 'unpopcorn', 'Vault', 'basic rust rev', 'Reader', 'colors (crypto)', 'Spooky Query Leaks', 'trynewthings', 'tictactocket', ""Tommy's Artventures"", 'Portal', 'decipherium', ""D' Lo"", 'welcome', 'Computer Has Virus', 'pineapple', 'think_twice', 'weirdtraffic (forensics)', 'iRobots (web)', 'concoction (rev)'], 'challenge_category': ['osint', 'osint', 'osint', 'rev', 'feedback', 'web', 'crypto', 'rev', 'rev', 'pwn', 'beginner', 'web', 'rev', 'web', 'web', 'pwn', 'crypto', 'crypto', 'welcome', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['300', '300', '300', '500', '11', '470', '300', '477', '366', '436', '300', '419', '316', '300', '300', '300', '300', '465', '10', '300', '300', '300', '300', '300', '300'], 'solve_time': ['2024-11-03T23:41:18.537411Z', '2024-11-03T23:34:53.754837Z', '2024-11-03T23:27:11.637017Z', '2024-11-03T19:55:57.166651Z', '2024-11-03T12:59:12.690073Z', '2024-11-03T12:15:04.130680Z', '2024-11-02T23:00:32.318351Z', '2024-11-02T18:46:11.426171Z', '2024-11-02T17:58:40.906839Z', '2024-11-02T15:14:15.318582Z', '2024-11-02T14:31:38.579369Z', '2024-11-02T14:22:11.945158Z', '2024-11-02T13:55:19.175108Z', '2024-11-02T13:41:58.722503Z', '2024-11-02T13:40:09.031413Z', '2024-11-02T13:36:21.870344Z', '2024-11-02T13:25:46.645386Z', '2024-11-02T13:25:25.417828Z', '2024-11-02T13:23:09.595046Z', '2024-11-02T13:22:54.379009Z', '2024-11-02T13:22:44.965199Z', '2024-11-02T13:22:32.282495Z', '2024-11-02T13:21:52.904850Z', '2024-11-02T13:21:43.494664Z', '2024-11-02T13:21:34.337564Z']}","Casual (No prizes, teams allowed)"
FazeCT,7826,"{'challenge_name': ['television', 'Survey', 'Redwoods', 'Vault', 'Buildings', 'pineapple', ""It's Not Called Data Loss Prevention"", 'tictactocket', 'beer sales', ""D' Lo"", 'EEnemies', 'Portal', 'TommyCam', ""Tommy's Artventures"", 'Computer Has Virus', 'think_twice', 'unpopcorn', 'basic rust rev', 'trynewthings', 'decipherium', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['osint', 'feedback', 'misc', 'rev', 'osint', 'forensics', 'crypto', 'web', 'osint', 'crypto', 'misc', 'pwn', 'osint', 'web', 'forensics', 'forensics', 'crypto', 'rev', 'rev', 'crypto', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '11', '391', '477', '300', '300', '497', '300', '300', '465', '493', '300', '300', '300', '300', '300', '300', '366', '316', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T06:51:57.625777Z', '2024-11-03T06:48:47.656630Z', '2024-11-02T10:01:49.001422Z', '2024-11-02T09:45:08.084556Z', '2024-11-02T09:03:42.294649Z', '2024-11-02T08:27:07.187336Z', '2024-11-02T08:01:43.109334Z', '2024-11-02T07:53:19.000359Z', '2024-11-02T07:27:45.635984Z', '2024-11-02T06:36:22.948061Z', '2024-11-02T05:15:13.405089Z', '2024-11-02T04:40:42.624793Z', '2024-11-02T04:36:52.309386Z', '2024-11-02T04:24:15.776092Z', '2024-11-02T04:06:50.800400Z', '2024-11-02T03:56:42.644633Z', '2024-11-02T03:54:24.474878Z', '2024-11-02T03:37:38.884873Z', '2024-11-02T03:35:42.949612Z', '2024-11-02T03:32:20.073639Z', '2024-11-02T03:27:08.340606Z', '2024-11-02T03:24:40.601665Z', '2024-11-02T03:24:24.583619Z', '2024-11-02T03:22:28.444646Z', '2024-11-02T03:21:55.270158Z']}","Competitive (Individual, for prizes)"
Firerey12,7730,"{'challenge_name': ['Redwoods', ""D' Lo"", 'basic rust rev', 'trynewthings', 'tictacBINGO', 'EEnemies', 'Buildings', 'television', 'Spooky Query Leaks', 'Portal', 'tictactocket', 'decipherium', 'beer sales', ""Tommy's Artventures"", 'TommyCam', 'Computer Has Virus', 'pineapple', 'think_twice', 'unpopcorn', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['misc', 'crypto', 'rev', 'rev', 'web', 'misc', 'osint', 'osint', 'web', 'pwn', 'web', 'crypto', 'osint', 'web', 'osint', 'forensics', 'forensics', 'forensics', 'crypto', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['391', '465', '366', '316', '470', '493', '300', '300', '419', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-04T02:39:11.202663Z', '2024-11-04T01:27:31.267826Z', '2024-11-03T22:05:17.350102Z', '2024-11-03T21:32:20.875553Z', '2024-11-03T20:36:53.904249Z', '2024-11-03T05:27:14.749017Z', '2024-11-03T04:27:26.179768Z', '2024-11-03T04:02:57.205244Z', '2024-11-03T01:47:59.513624Z', '2024-11-03T01:00:30.707470Z', '2024-11-03T00:37:59.645653Z', '2024-11-02T19:59:42.623493Z', '2024-11-02T05:30:27.512514Z', '2024-11-02T04:38:26.312129Z', '2024-11-02T04:02:22.003400Z', '2024-11-02T03:54:58.636269Z', '2024-11-02T03:46:10.897902Z', '2024-11-02T03:31:02.274734Z', '2024-11-02T03:29:57.613967Z', '2024-11-02T03:11:06.229708Z', '2024-11-02T03:02:39.584324Z', '2024-11-02T03:02:22.071037Z', '2024-11-02T03:01:27.485822Z', '2024-11-02T03:00:44.791162Z']}","Competitive (Individual, for prizes)"
hombing,7306,"{'challenge_name': ['tictacBINGO', 'television', 'Survey', 'Redwoods', 'Buildings', ""D' Lo"", 'tictactocket', 'Vault', 'Portal', 'unpopcorn', 'decipherium', ""Tommy's Artventures"", 'basic rust rev', 'trynewthings', 'pineapple', 'beer sales', 'TommyCam', 'Computer Has Virus', 'think_twice', 'concoction (rev)', 'iRobots (web)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['web', 'osint', 'feedback', 'misc', 'osint', 'crypto', 'web', 'rev', 'pwn', 'crypto', 'crypto', 'web', 'rev', 'rev', 'forensics', 'osint', 'osint', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['470', '300', '11', '391', '300', '465', '300', '477', '300', '300', '300', '300', '366', '316', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T07:29:09.732247Z', '2024-11-03T06:30:22.140271Z', '2024-11-03T06:16:11.673717Z', '2024-11-03T01:16:37.746478Z', '2024-11-03T00:32:51.324420Z', '2024-11-02T13:37:12.806915Z', '2024-11-02T13:19:55.120566Z', '2024-11-02T12:40:28.962552Z', '2024-11-02T12:22:38.440696Z', '2024-11-02T12:09:30.373631Z', '2024-11-02T11:33:21.848343Z', '2024-11-02T11:18:38.472567Z', '2024-11-02T10:14:21.064700Z', '2024-11-02T10:14:00.241992Z', '2024-11-02T09:22:32.050611Z', '2024-11-02T08:47:44.708187Z', '2024-11-02T08:18:03.996354Z', '2024-11-02T07:59:29.287566Z', '2024-11-02T06:32:31.777465Z', '2024-11-02T06:23:39.051912Z', '2024-11-02T06:08:39.286626Z', '2024-11-02T06:04:16.575885Z', '2024-11-02T05:58:54.344212Z', '2024-11-02T05:52:22.295358Z']}","Competitive (Individual, for prizes)"
indah_LTF,7306,"{'challenge_name': ['tictacBINGO', 'television', 'Survey', 'Buildings', ""D' Lo"", 'tictactocket', 'Redwoods', 'TommyCam', 'colors (crypto)', 'weirdtraffic (forensics)', 'iRobots (web)', 'unpopcorn', 'beer sales', 'think_twice', 'Portal', 'decipherium', ""Tommy's Artventures"", 'Vault', 'Computer Has Virus', 'pineapple', 'basic rust rev', 'trynewthings', 'concoction (rev)', 'welcome'], 'challenge_category': ['web', 'osint', 'feedback', 'osint', 'crypto', 'web', 'misc', 'osint', 'beginner', 'beginner', 'beginner', 'crypto', 'osint', 'forensics', 'pwn', 'crypto', 'web', 'rev', 'forensics', 'forensics', 'rev', 'rev', 'beginner', 'welcome'], 'challenge_points': ['470', '300', '11', '300', '465', '300', '391', '300', '300', '300', '300', '300', '300', '300', '300', '300', '300', '477', '300', '300', '366', '316', '300', '10'], 'solve_time': ['2024-11-03T07:30:01.569549Z', '2024-11-03T06:28:01.092107Z', '2024-11-03T06:21:14.437118Z', '2024-11-03T01:50:46.904919Z', '2024-11-02T13:37:09.003360Z', '2024-11-02T13:25:10.225771Z', '2024-11-02T13:04:59.663429Z', '2024-11-02T12:21:49.222145Z', '2024-11-02T12:21:18.912038Z', '2024-11-02T12:18:50.937992Z', '2024-11-02T12:17:21.707722Z', '2024-11-02T12:13:28.095485Z', '2024-11-02T12:12:25.477380Z', '2024-11-02T12:11:56.760569Z', '2024-11-02T11:22:20.483842Z', '2024-11-02T11:05:23.655232Z', '2024-11-02T11:00:03.186774Z', '2024-11-02T10:40:01.751345Z', '2024-11-02T10:19:27.443544Z', '2024-11-02T10:19:08.756766Z', '2024-11-02T08:24:21.250017Z', '2024-11-02T08:14:46.492253Z', '2024-11-02T06:09:40.822338Z', '2024-11-02T05:48:14.605190Z']}","Competitive (Individual, for prizes)"
luckyboy,7306,"{'challenge_name': ['television', 'tictacBINGO', 'Survey', 'Buildings', ""D' Lo"", 'Redwoods', 'tictactocket', 'Vault', 'Portal', 'beer sales', 'unpopcorn', 'think_twice', 'decipherium', ""Tommy's Artventures"", 'pineapple', 'Computer Has Virus', 'basic rust rev', 'trynewthings', 'TommyCam', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'iRobots (web)', 'welcome'], 'challenge_category': ['osint', 'web', 'feedback', 'osint', 'crypto', 'misc', 'web', 'rev', 'pwn', 'osint', 'crypto', 'forensics', 'crypto', 'web', 'forensics', 'forensics', 'rev', 'rev', 'osint', 'beginner', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '470', '11', '300', '465', '391', '300', '477', '300', '300', '300', '300', '300', '300', '300', '300', '366', '316', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T07:31:13.524243Z', '2024-11-03T07:27:54.690140Z', '2024-11-03T03:05:07.816419Z', '2024-11-03T02:00:51.865432Z', '2024-11-02T13:37:49.936272Z', '2024-11-02T13:27:42.801231Z', '2024-11-02T13:18:17.006729Z', '2024-11-02T12:21:57.132869Z', '2024-11-02T12:12:53.491658Z', '2024-11-02T11:33:37.574113Z', '2024-11-02T11:19:07.559012Z', '2024-11-02T11:04:20.182609Z', '2024-11-02T11:02:34.286046Z', '2024-11-02T10:52:57.048707Z', '2024-11-02T10:38:23.595226Z', '2024-11-02T10:37:53.512603Z', '2024-11-02T10:13:25.606632Z', '2024-11-02T10:12:59.101927Z', '2024-11-02T09:21:09.170021Z', '2024-11-02T09:06:58.688907Z', '2024-11-02T08:37:26.293296Z', '2024-11-02T08:32:35.704579Z', '2024-11-02T08:27:19.628547Z', '2024-11-02T08:21:23.653352Z']}","Competitive (Individual, for prizes)"
robertowen,7255,"{'challenge_name': ['Vault', 'television', 'Survey', 'Redwoods', 'basic rust rev', 'Buildings', 'beer sales', 'Spooky Query Leaks', 'pineapple', 'unpopcorn', ""D' Lo"", 'Portal', 'tictactocket', 'TommyCam', ""Tommy's Artventures"", 'colors (crypto)', 'iRobots (web)', 'weirdtraffic (forensics)', 'Computer Has Virus', 'think_twice', 'welcome', 'decipherium', 'trynewthings', 'concoction (rev)'], 'challenge_category': ['rev', 'osint', 'feedback', 'misc', 'rev', 'osint', 'osint', 'web', 'forensics', 'crypto', 'crypto', 'pwn', 'web', 'osint', 'web', 'beginner', 'beginner', 'beginner', 'forensics', 'forensics', 'welcome', 'crypto', 'rev', 'beginner'], 'challenge_points': ['477', '300', '11', '391', '366', '300', '300', '419', '300', '300', '465', '300', '300', '300', '300', '300', '300', '300', '300', '300', '10', '300', '316', '300'], 'solve_time': ['2024-11-03T23:37:59.038222Z', '2024-11-03T03:24:31.583918Z', '2024-11-03T03:05:40.125642Z', '2024-11-02T14:26:56.239809Z', '2024-11-02T10:53:47.252965Z', '2024-11-02T10:53:17.639668Z', '2024-11-02T09:54:27.841294Z', '2024-11-02T09:41:19.938882Z', '2024-11-02T07:31:27.404205Z', '2024-11-02T06:58:52.811566Z', '2024-11-02T06:21:59.258513Z', '2024-11-02T06:11:29.098428Z', '2024-11-02T05:54:11.344448Z', '2024-11-02T05:49:14.321781Z', '2024-11-02T05:29:34.869987Z', '2024-11-02T05:22:13.754846Z', '2024-11-02T05:15:38.242360Z', '2024-11-02T05:15:02.153723Z', '2024-11-02T05:05:43.848438Z', '2024-11-02T05:02:32.316094Z', '2024-11-02T05:00:53.579636Z', '2024-11-02T04:41:13.666270Z', '2024-11-02T04:29:08.507328Z', '2024-11-02T03:08:06.264525Z']}","Competitive (Individual, for prizes)"
whales,6926,"{'challenge_name': ['Spooky Query Leaks', 'Survey', 'Vault', 'unpopcorn', 'decipherium', 'basic rust rev', 'Redwoods', 'Buildings', 'Reader', 'beer sales', 'tictactocket', 'Computer Has Virus', 'pineapple', 'colors (crypto)', 'trynewthings', ""Tommy's Artventures"", 'TommyCam', 'think_twice', 'Portal', 'weirdtraffic (forensics)', 'iRobots (web)', 'concoction (rev)', 'welcome'], 'challenge_category': ['web', 'feedback', 'rev', 'crypto', 'crypto', 'rev', 'misc', 'osint', 'pwn', 'osint', 'web', 'forensics', 'forensics', 'beginner', 'rev', 'web', 'osint', 'forensics', 'pwn', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['419', '11', '477', '300', '300', '366', '391', '300', '436', '300', '300', '300', '300', '300', '316', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T06:34:19.483334Z', '2024-11-03T04:01:39.009252Z', '2024-11-02T09:43:48.079377Z', '2024-11-02T09:28:24.385753Z', '2024-11-02T08:59:56.641266Z', '2024-11-02T08:45:17.290665Z', '2024-11-02T08:13:58.187613Z', '2024-11-02T06:05:47.001564Z', '2024-11-02T05:57:43.570990Z', '2024-11-02T05:27:05.001614Z', '2024-11-02T05:13:04.107808Z', '2024-11-02T05:03:19.263130Z', '2024-11-02T04:26:06.354312Z', '2024-11-02T04:21:41.956984Z', '2024-11-02T04:11:16.221664Z', '2024-11-02T03:54:31.320409Z', '2024-11-02T03:51:52.480658Z', '2024-11-02T03:47:32.811737Z', '2024-11-02T03:46:03.398474Z', '2024-11-02T03:45:29.620656Z', '2024-11-02T03:45:01.554126Z', '2024-11-02T03:44:49.677243Z', '2024-11-02T03:44:14.564338Z']}","Casual (No prizes, teams allowed)"
tallestllama,6800,"{'challenge_name': ['Redwoods', 'Buildings', 'Computer Has Virus', 'unpopcorn', ""Tommy's Artventures"", 'TommyCam', 'pineapple', 'beer sales', 'decipherium', 'iRobots (web)', 'tictacBINGO', 'tictactocket', 'television', 'think_twice', 'Survey', 'weirdtraffic (forensics)', 'colors (crypto)', 'trynewthings', 'Reader', 'Portal', 'basic rust rev', 'concoction (rev)', 'welcome'], 'challenge_category': ['misc', 'osint', 'forensics', 'crypto', 'web', 'osint', 'forensics', 'osint', 'crypto', 'beginner', 'web', 'web', 'osint', 'forensics', 'feedback', 'beginner', 'beginner', 'rev', 'pwn', 'pwn', 'rev', 'beginner', 'welcome'], 'challenge_points': ['391', '300', '300', '300', '300', '300', '300', '300', '300', '300', '470', '300', '300', '300', '11', '300', '300', '316', '436', '300', '366', '300', '10'], 'solve_time': ['2024-11-04T01:03:23.807231Z', '2024-11-03T09:45:26.080275Z', '2024-11-03T09:35:27.231574Z', '2024-11-03T09:03:39.733259Z', '2024-11-03T08:50:24.844435Z', '2024-11-03T08:38:08.537190Z', '2024-11-03T08:34:32.938166Z', '2024-11-03T07:35:00.085692Z', '2024-11-03T07:32:53.088960Z', '2024-11-03T07:21:53.464955Z', '2024-11-03T07:04:18.235106Z', '2024-11-03T06:51:20.662521Z', '2024-11-03T06:34:10.886638Z', '2024-11-03T06:05:50.607058Z', '2024-11-03T04:57:53.828245Z', '2024-11-03T04:31:25.405894Z', '2024-11-03T04:18:37.991903Z', '2024-11-03T03:21:46.596650Z', '2024-11-03T00:28:20.174467Z', '2024-11-02T05:33:30.221203Z', '2024-11-02T05:13:16.492787Z', '2024-11-02T03:28:11.093067Z', '2024-11-02T03:00:30.253210Z']}","Competitive (Individual, for prizes)"
KnightSec,6795,"{'challenge_name': ['Buildings', 'Survey', 'television', 'basic rust rev', 'trynewthings', 'tictactocket', ""Tommy's Artventures"", 'Redwoods', 'pineapple', ""D' Lo"", 'Computer Has Virus', 'weirdtraffic (forensics)', 'concoction (rev)', 'think_twice', 'unpopcorn', 'decipherium', 'iRobots (web)', 'Reader', 'colors (crypto)', 'beer sales', 'TommyCam', 'Portal', 'welcome'], 'challenge_category': ['osint', 'feedback', 'osint', 'rev', 'rev', 'web', 'web', 'misc', 'forensics', 'crypto', 'forensics', 'beginner', 'beginner', 'forensics', 'crypto', 'crypto', 'beginner', 'pwn', 'beginner', 'osint', 'osint', 'pwn', 'welcome'], 'challenge_points': ['300', '11', '300', '366', '316', '300', '300', '391', '300', '465', '300', '300', '300', '300', '300', '300', '300', '436', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T03:37:17.510651Z', '2024-11-03T03:16:59.983010Z', '2024-11-03T03:10:52.516741Z', '2024-11-02T23:14:17.714633Z', '2024-11-02T23:03:24.396396Z', '2024-11-02T17:46:39.969977Z', '2024-11-02T08:18:34.494541Z', '2024-11-02T07:09:49.401316Z', '2024-11-02T05:16:07.283051Z', '2024-11-02T04:58:08.768865Z', '2024-11-02T04:57:25.325253Z', '2024-11-02T04:18:50.891012Z', '2024-11-02T04:16:55.694746Z', '2024-11-02T04:13:38.371247Z', '2024-11-02T04:05:45.864825Z', '2024-11-02T04:02:30.928810Z', '2024-11-02T03:52:54.378191Z', '2024-11-02T03:44:02.403304Z', '2024-11-02T03:25:29.639311Z', '2024-11-02T03:18:51.652418Z', '2024-11-02T03:08:55.850555Z', '2024-11-02T03:04:54.117628Z', '2024-11-02T03:00:23.711779Z']}","Casual (No prizes, teams allowed)"
Marlin,6783,"{'challenge_name': ['unpopcorn', 'Redwoods', 'tictacBINGO', 'Spooky Query Leaks', 'tictactocket', ""Tommy's Artventures"", 'Survey', 'Buildings', 'television', 'decipherium', 'TommyCam', 'beer sales', 'iRobots (web)', 'basic rust rev', 'trynewthings', 'Portal', 'pineapple', 'Computer Has Virus', 'think_twice', 'concoction (rev)', 'weirdtraffic (forensics)', 'colors (crypto)', 'welcome'], 'challenge_category': ['crypto', 'misc', 'web', 'web', 'web', 'web', 'feedback', 'osint', 'osint', 'crypto', 'osint', 'osint', 'beginner', 'rev', 'rev', 'pwn', 'forensics', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'welcome'], 'challenge_points': ['300', '391', '470', '419', '300', '300', '11', '300', '300', '300', '300', '300', '300', '366', '316', '300', '300', '300', '300', '300', '300', '300', '10'], 'solve_time': ['2024-11-03T20:17:23.544611Z', '2024-11-03T19:22:01.948966Z', '2024-11-03T15:49:26.622165Z', '2024-11-03T14:58:52.191723Z', '2024-11-03T14:02:05.771637Z', '2024-11-03T13:51:18.796233Z', '2024-11-03T13:11:28.880446Z', '2024-11-03T13:03:59.044968Z', '2024-11-03T12:12:46.729756Z', '2024-11-02T23:54:24.703760Z', '2024-11-02T23:41:01.803872Z', '2024-11-02T23:36:21.402643Z', '2024-11-02T22:09:14.109942Z', '2024-11-02T20:33:25.463043Z', '2024-11-02T20:00:41.935407Z', '2024-11-02T19:19:56.416131Z', '2024-11-02T17:29:15.060502Z', '2024-11-02T17:05:31.158569Z', '2024-11-02T16:58:05.384191Z', '2024-11-02T16:40:53.568589Z', '2024-11-02T16:21:11.913623Z', '2024-11-02T16:09:46.770578Z', '2024-11-02T16:07:26.445135Z']}","Competitive (Individual, for prizes)"
kielvv,6690,"{'challenge_name': ['Survey', 'tictacBINGO', 'Buildings', 'tictactocket', 'iRobots (web)', 'weirdtraffic (forensics)', ""D' Lo"", 'Redwoods', 'colors (crypto)', 'TommyCam', 'think_twice', 'Vault', 'Portal', 'beer sales', 'unpopcorn', 'decipherium', ""Tommy's Artventures"", 'Computer Has Virus', 'pineapple', 'basic rust rev', 'concoction (rev)', 'welcome'], 'challenge_category': ['feedback', 'web', 'osint', 'web', 'beginner', 'beginner', 'crypto', 'misc', 'beginner', 'osint', 'forensics', 'rev', 'pwn', 'osint', 'crypto', 'crypto', 'web', 'forensics', 'forensics', 'rev', 'beginner', 'welcome'], 'challenge_points': ['11', '470', '300', '300', '300', '300', '465', '391', '300', '300', '300', '477', '300', '300', '300', '300', '300', '300', '300', '366', '300', '10'], 'solve_time': ['2024-11-03T07:37:49.122678Z', '2024-11-03T07:36:06.145269Z', '2024-11-03T02:34:31.448110Z', '2024-11-02T13:40:15.080424Z', '2024-11-02T13:38:08.940286Z', '2024-11-02T13:37:51.667964Z', '2024-11-02T13:36:38.658305Z', '2024-11-02T13:31:52.411833Z', '2024-11-02T13:02:29.997001Z', '2024-11-02T12:22:55.848835Z', '2024-11-02T12:19:12.262069Z', '2024-11-02T12:18:52.786711Z', '2024-11-02T12:18:39.477332Z', '2024-11-02T12:18:05.662764Z', '2024-11-02T12:17:02.806567Z', '2024-11-02T12:16:51.767298Z', '2024-11-02T10:57:38.382945Z', '2024-11-02T10:27:53.508875Z', '2024-11-02T10:27:34.203600Z', '2024-11-02T10:26:52.447736Z', '2024-11-02T10:26:04.500349Z', '2024-11-02T05:50:49.338752Z']}","Competitive (Individual, for prizes)"
