,team,challenges,score,eligible
465,"Alliance of the ""painter""","{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['414'], 'solve_time': ['2024-11-23T09:14:11.049Z']}",50,InternationalDomestic
466,svcghosts,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['415'], 'solve_time': ['2024-11-23T09:15:53.182Z']}",50,International
467,DBK,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['416'], 'solve_time': ['2024-11-23T09:21:59.783Z']}",50,International
468,KGUCSL,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['417'], 'solve_time': ['2024-11-23T09:22:19.934Z']}",50,InternationalDomestic
469,Satans0days,"{'challenge_name': [], 'challenge_category': [], 'challenge_rank': [], 'solve_time': []}",50,International
470,ashva,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['419'], 'solve_time': ['2024-11-23T09:26:23.638Z']}",50,International
471,Sasser26,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['421'], 'solve_time': ['2024-11-23T09:32:17.859Z']}",50,InternationalDomestic
472,L0ck8y7e,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['422'], 'solve_time': ['2024-11-23T09:32:37.757Z']}",50,International
473,Ancient_HighTek,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['424'], 'solve_time': ['2024-11-23T09:36:40.149Z']}",50,International
474,Alasya,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['425'], 'solve_time': ['2024-11-23T09:39:42.03Z']}",50,International
475,daniel,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['426'], 'solve_time': ['2024-11-23T09:43:10.796Z']}",50,International
476,Pudge Fun Club,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['427'], 'solve_time': ['2024-11-23T09:43:22.618Z']}",50,International
477,k0shka,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['428'], 'solve_time': ['2024-11-23T09:49:17.836Z']}",50,International
478,p3ndor4,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['430'], 'solve_time': ['2024-11-23T09:49:40.51Z']}",50,International
479,quetzal,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['432'], 'solve_time': ['2024-11-23T09:58:43.953Z']}",50,InternationalDomestic
480,JumpingCats4000,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['433'], 'solve_time': ['2024-11-23T09:58:52.226Z']}",50,InternationalDomestic
481,NXLL1,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['434'], 'solve_time': ['2024-11-23T10:01:00.62Z']}",50,International
482,ctfrrteam,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['435'], 'solve_time': ['2024-11-23T10:03:20.204Z']}",50,International
483,... ..- .--. . .-. / -.-. --- --- .-.. / -. .- -- .,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['438'], 'solve_time': ['2024-11-23T10:15:46.03Z']}",50,International
484,I'm not 5dbwat4,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['439'], 'solve_time': ['2024-11-23T10:23:16.267Z']}",50,International
485,Sattar allah,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['440'], 'solve_time': ['2024-11-23T10:24:10.865Z']}",50,International
486,ThomasgKorp,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['441'], 'solve_time': ['2024-11-23T10:28:08.034Z']}",50,International
487,T2,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['442'], 'solve_time': ['2024-11-23T10:32:32.575Z']}",50,InternationalDomestic
488,sv_enablebunnyhopping1,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['443'], 'solve_time': ['2024-11-23T10:35:03.085Z']}",50,International
489,5p0r7,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['444'], 'solve_time': ['2024-11-23T10:40:07.912Z']}",50,International
490,I <3 Akihabara,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['445'], 'solve_time': ['2024-11-23T10:43:18.859Z']}",50,International
491,UnagiMosu,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['447'], 'solve_time': ['2024-11-23T10:45:38.825Z']}",50,InternationalDomestic
492,brainless% speedrunners,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['448'], 'solve_time': ['2024-11-23T10:45:49.055Z']}",50,International
493,Integrated Hawkers,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['449'], 'solve_time': ['2024-11-23T10:47:55.177Z']}",50,International
494,rbwTorus,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['450'], 'solve_time': ['2024-11-23T10:48:37.45Z']}",50,InternationalDomestic
495,S21,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['452'], 'solve_time': ['2024-11-23T10:56:52.288Z']}",50,InternationalDomestic
496,huro,"{'challenge_name': [], 'challenge_category': [], 'challenge_rank': [], 'solve_time': []}",50,InternationalDomestic
497,airconditon,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['454'], 'solve_time': ['2024-11-23T11:06:34.642Z']}",50,InternationalDomestic
498,"Dawn of the ""tanuki""","{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['455'], 'solve_time': ['2024-11-23T11:08:08.147Z']}",50,InternationalDomestic
499,Lonely_Flooc,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['456'], 'solve_time': ['2024-11-23T11:09:01.256Z']}",50,International
500,xryasnoy,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['457'], 'solve_time': ['2024-11-23T11:10:35.788Z']}",50,International
501,what321,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['458'], 'solve_time': ['2024-11-23T11:15:12.255Z']}",50,International
502,pinmixes,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['459'], 'solve_time': ['2024-11-23T11:17:00.341Z']}",50,International
503,248,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['460'], 'solve_time': ['2024-11-23T11:26:01.19Z']}",50,InternationalDomestic
504,YwJgdiutHiXzbtRQVDpsbtdjiVNYs8FT,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['461'], 'solve_time': ['2024-11-23T11:26:13.89Z']}",50,InternationalDomestic
505,exe_xexexxe,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['462'], 'solve_time': ['2024-11-23T11:29:22.431Z']}",50,International
506,segnetiks,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['463'], 'solve_time': ['2024-11-23T11:30:10.157Z']}",50,International
507,KUICS,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['464'], 'solve_time': ['2024-11-23T11:33:32.009Z']}",50,International
508,Zealot Compass,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['465'], 'solve_time': ['2024-11-23T11:35:54.035Z']}",50,International
509,Heretic,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['466'], 'solve_time': ['2024-11-23T11:39:48.732Z']}",50,International
510,frost_a125,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['467'], 'solve_time': ['2024-11-23T11:51:10.166Z']}",50,InternationalDomestic
511,mal,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['468'], 'solve_time': ['2024-11-23T11:53:30.324Z']}",50,InternationalDomestic
512,FL4M3,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['469'], 'solve_time': ['2024-11-23T11:57:30.704Z']}",50,International
513,Bruski,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['470'], 'solve_time': ['2024-11-23T11:57:54.838Z']}",50,International
514,foxdie,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['472'], 'solve_time': ['2024-11-23T12:04:19.577Z']}",50,InternationalDomestic
515,111sss333,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['473'], 'solve_time': ['2024-11-23T12:08:07.658Z']}",50,InternationalDomestic
516,CaveiraGamingHD,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['474'], 'solve_time': ['2024-11-23T12:13:50.521Z']}",50,International
517,Zuzzutsi,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['475'], 'solve_time': ['2024-11-23T12:13:59.642Z']}",50,International
518,Hash Goblins,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['476'], 'solve_time': ['2024-11-23T12:14:29.291Z']}",50,International
519,junandmei,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['478'], 'solve_time': ['2024-11-23T12:19:11.56Z']}",50,International
520,Buriburi ,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['480'], 'solve_time': ['2024-11-23T12:27:13.459Z']}",50,InternationalDomestic
521,R4VAN,"{'challenge_name': [], 'challenge_category': [], 'challenge_rank': [], 'solve_time': []}",50,International
522,3r0th3r CC,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['482'], 'solve_time': ['2024-11-23T12:32:18.132Z']}",50,International
523,Blind_Virus,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['483'], 'solve_time': ['2024-11-23T12:38:57.704Z']}",50,International
524,Adamastor,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['484'], 'solve_time': ['2024-11-23T12:39:38.02Z']}",50,International
525,fk,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['485'], 'solve_time': ['2024-11-23T12:39:39.933Z']}",50,InternationalDomestic
526,ikuma,"{'challenge_name': [], 'challenge_category': [], 'challenge_rank': [], 'solve_time': []}",50,InternationalDomestic
527,TeamDragon,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['487'], 'solve_time': ['2024-11-23T12:54:05.83Z']}",50,InternationalDomestic
528,hogehoge,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['488'], 'solve_time': ['2024-11-23T12:58:33.583Z']}",50,InternationalDomestic
529,Pouls Friends,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['489'], 'solve_time': ['2024-11-23T13:03:26.553Z']}",50,International
530,Hackman,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['490'], 'solve_time': ['2024-11-23T13:07:12.499Z']}",50,International
531,1ntrud3rs,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['491'], 'solve_time': ['2024-11-23T13:08:56.596Z']}",50,International
532,Hera,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['492'], 'solve_time': ['2024-11-23T13:16:18.26Z']}",50,InternationalDomestic
533,There_is_no_spoon,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['493'], 'solve_time': ['2024-11-23T13:17:12.731Z']}",50,InternationalDomestic
534,he3,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['494'], 'solve_time': ['2024-11-23T13:18:20.083Z']}",50,InternationalDomestic
535,0U751D3R5,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['495'], 'solve_time': ['2024-11-23T13:21:10.197Z']}",50,International
536,ch3cke,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['496'], 'solve_time': ['2024-11-23T13:23:55.729Z']}",50,International
537,L0stAx3s,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['497'], 'solve_time': ['2024-11-23T13:27:51.525Z']}",50,International
538,aaaaa,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['498'], 'solve_time': ['2024-11-23T13:29:34.464Z']}",50,InternationalDomestic
539,TeamMM,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['499'], 'solve_time': ['2024-11-23T13:30:43.9Z']}",50,InternationalDomestic
540,M1tM,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['500'], 'solve_time': ['2024-11-23T13:31:38.281Z']}",50,International
541,mizore_fuyu,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['501'], 'solve_time': ['2024-11-23T13:33:17.473Z']}",50,InternationalDomestic
542,mabo102,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['504'], 'solve_time': ['2024-11-23T13:40:26.094Z']}",50,InternationalDomestic
543,Gon_Tanaka,"{'challenge_name': [], 'challenge_category': [], 'challenge_rank': [], 'solve_time': []}",50,International
544,fren x fren,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['507'], 'solve_time': ['2024-11-23T14:06:00.837Z']}",50,International
545,"Legend of the ""SPA""","{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['508'], 'solve_time': ['2024-11-23T14:06:36.537Z']}",50,International
546,Zzzz,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['509'], 'solve_time': ['2024-11-23T14:10:56.286Z']}",50,International
547,Ohtanisan,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['510'], 'solve_time': ['2024-11-23T14:11:36.7Z']}",50,InternationalDomestic
548,mtleftman,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['511'], 'solve_time': ['2024-11-23T14:14:57.38Z']}",50,InternationalDomestic
549,jyjh,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['512'], 'solve_time': ['2024-11-23T14:29:50.931Z']}",50,International
550,BitFlip,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['513'], 'solve_time': ['2024-11-23T14:31:51.955Z']}",50,International
551,Del0n1x,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['514'], 'solve_time': ['2024-11-23T14:34:16.592Z']}",50,International
552,Qw'Hack,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['515'], 'solve_time': ['2024-11-23T14:44:03.185Z']}",50,International
553,Tech.C Force,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['517'], 'solve_time': ['2024-11-23T14:46:13.674Z']}",50,International
554,fr334aks-Mini,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['518'], 'solve_time': ['2024-11-23T14:55:05.388Z']}",50,International
555,OctalO,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['520'], 'solve_time': ['2024-11-23T14:58:55.091Z']}",50,International
556,akebono_haze,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['521'], 'solve_time': ['2024-11-23T15:00:54.806Z']}",50,InternationalDomestic
557,obo,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['522'], 'solve_time': ['2024-11-23T15:01:19.893Z']}",50,InternationalDomestic
558,imagine_losing,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['523'], 'solve_time': ['2024-11-23T15:06:35.556Z']}",50,International
559,yosizawa,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['524'], 'solve_time': ['2024-11-23T15:07:29.735Z']}",50,InternationalDomestic
560,(|=C-_CTFTeam,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['525'], 'solve_time': ['2024-11-23T15:11:49.063Z']}",50,InternationalDomestic
561,DarkPulse,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['527'], 'solve_time': ['2024-11-23T15:29:13.163Z']}",50,International
562,moririn2528,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['528'], 'solve_time': ['2024-11-23T15:30:04.056Z']}",50,InternationalDomestic
563,CBoing,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['529'], 'solve_time': ['2024-11-23T15:30:26.697Z']}",50,International
564,PPKeyboard,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['530'], 'solve_time': ['2024-11-23T15:51:41.329Z']}",50,International
565,TAS.DihydroMonoxide,"{'challenge_name': [], 'challenge_category': [], 'challenge_rank': [], 'solve_time': []}",50,International
566,Owl Hackers,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['532'], 'solve_time': ['2024-11-23T15:53:26.359Z']}",50,InternationalDomestic
567,blue,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['533'], 'solve_time': ['2024-11-23T15:54:16.625Z']}",50,InternationalDomestic
568,Bagabontii,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['535'], 'solve_time': ['2024-11-23T15:57:33.966Z']}",50,International
569,case222,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['536'], 'solve_time': ['2024-11-23T15:57:56.829Z']}",50,InternationalDomestic
570,We Buy Ducks,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['538'], 'solve_time': ['2024-11-23T16:05:40.523Z']}",50,International
571,SpicyPotatoes,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['539'], 'solve_time': ['2024-11-23T16:06:12.279Z']}",50,International
572,Mai Thanat Hack,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['540'], 'solve_time': ['2024-11-23T16:11:13.165Z']}",50,International
573,cs4d,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['541'], 'solve_time': ['2024-11-23T16:13:06.536Z']}",50,International
574,R4V3N,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['542'], 'solve_time': ['2024-11-23T16:13:45.884Z']}",50,International
575,V-strom,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['543'], 'solve_time': ['2024-11-23T16:16:04.217Z']}",50,InternationalDomestic
576,EachLove3,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['545'], 'solve_time': ['2024-11-23T16:22:01.522Z']}",50,International
577,c0bra,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['546'], 'solve_time': ['2024-11-23T16:27:54.311Z']}",50,International
578,EdRo,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['547'], 'solve_time': ['2024-11-23T16:29:06.762Z']}",50,International
579,JoJoBaOil,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['548'], 'solve_time': ['2024-11-23T16:32:09.7Z']}",50,International
580,b4d33r,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['550'], 'solve_time': ['2024-11-23T16:38:14.319Z']}",50,International
581,CTRL-ALT-ELITE ,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['552'], 'solve_time': ['2024-11-23T16:45:58.432Z']}",50,International
582,robot,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['553'], 'solve_time': ['2024-11-23T16:48:56.249Z']}",50,International
583,KZKM,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['554'], 'solve_time': ['2024-11-23T16:51:07.972Z']}",50,InternationalDomestic
584,w3_w1n,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['555'], 'solve_time': ['2024-11-23T16:53:55.488Z']}",50,International
585,CipherHunters,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['556'], 'solve_time': ['2024-11-23T16:57:19.396Z']}",50,International
586,Saigunnua,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['557'], 'solve_time': ['2024-11-23T16:58:59.692Z']}",50,International
587,CR4CK_P3G45U5,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['558'], 'solve_time': ['2024-11-23T17:10:48.579Z']}",50,International
588,rockygo2,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['559'], 'solve_time': ['2024-11-23T17:16:40.683Z']}",50,International
589,Ch4kr4vyuh,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['560'], 'solve_time': ['2024-11-23T17:18:17.343Z']}",50,International
590,old timers,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['561'], 'solve_time': ['2024-11-23T17:22:08.17Z']}",50,International
591,Pr0t3ct0rs,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['562'], 'solve_time': ['2024-11-23T17:23:16.728Z']}",50,International
592,NCH,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['563'], 'solve_time': ['2024-11-23T17:24:36.99Z']}",50,International
593,fool,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['565'], 'solve_time': ['2024-11-23T17:37:25.97Z']}",50,InternationalDomestic
594,OH14,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['567'], 'solve_time': ['2024-11-23T17:45:16.129Z']}",50,International
595,arcticBleu,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['568'], 'solve_time': ['2024-11-23T18:02:15.459Z']}",50,International
596,Carpedien,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['570'], 'solve_time': ['2024-11-23T18:12:31.52Z']}",50,International
597,Ex0rcists,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['571'], 'solve_time': ['2024-11-23T18:16:14.836Z']}",50,International
598,quantumshadow,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['573'], 'solve_time': ['2024-11-23T18:25:36.799Z']}",50,International
599,hexaway,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['574'], 'solve_time': ['2024-11-23T18:35:54.592Z']}",50,International
600,FourToOne,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['575'], 'solve_time': ['2024-11-23T18:58:14.62Z']}",50,International
601,FLAW,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['576'], 'solve_time': ['2024-11-23T19:03:22.557Z']}",50,International
602,Cypher.Nitro,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['577'], 'solve_time': ['2024-11-23T19:04:51.587Z']}",50,International
603,n0ty0ur5,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['578'], 'solve_time': ['2024-11-23T19:11:08.784Z']}",50,International
604,demoiver,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['580'], 'solve_time': ['2024-11-23T19:19:47.593Z']}",50,International
605,f34rl3ss,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['581'], 'solve_time': ['2024-11-23T19:35:21.815Z']}",50,International
606,0xInSec,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['582'], 'solve_time': ['2024-11-23T19:43:13.254Z']}",50,International
607,haabadee,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['583'], 'solve_time': ['2024-11-23T19:43:44.715Z']}",50,International
608,cybercommand,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['584'], 'solve_time': ['2024-11-23T19:50:37.959Z']}",50,InternationalDomestic
609,sbt,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['586'], 'solve_time': ['2024-11-23T20:16:21.096Z']}",50,InternationalDomestic
610,Penguins,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['588'], 'solve_time': ['2024-11-23T20:40:18.775Z']}",50,International
611,aaa,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['589'], 'solve_time': ['2024-11-23T20:44:15.362Z']}",50,International
612,PwnTeras,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['593'], 'solve_time': ['2024-11-23T20:55:42.671Z']}",50,International
613,Jbob,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['594'], 'solve_time': ['2024-11-23T21:02:20.256Z']}",50,International
614,JustSomeGuy,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['595'], 'solve_time': ['2024-11-23T21:27:34.399Z']}",50,International
615,sara,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['596'], 'solve_time': ['2024-11-23T21:32:22.014Z']}",50,International
616,albantor30,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['597'], 'solve_time': ['2024-11-23T21:42:09.956Z']}",50,International
617,kamekichi,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['599'], 'solve_time': ['2024-11-23T22:01:50.968Z']}",50,InternationalDomestic
618,cat,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['601'], 'solve_time': ['2024-11-23T22:50:34.063Z']}",50,InternationalDomestic
619,burger,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['602'], 'solve_time': ['2024-11-23T22:52:59.471Z']}",50,International
620,I_WAS_THE_BEEEST,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['603'], 'solve_time': ['2024-11-23T23:01:28.577Z']}",50,International
621,brCTF_team,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['604'], 'solve_time': ['2024-11-23T23:03:34.785Z']}",50,International
622,Banzeen,"{'challenge_name': ['Welcome'], 'challenge_category': ['welcome'], 'challenge_rank': ['605'], 'solve_time': ['2024-11-23T23:20:56.847Z']}",50,International
