name,score,challenges
dead beef,725,"{'challenge_name': ['Bongcloud', 'All your base are belong to us', 'Simpler RSA', 'Bulletproof', 'Secure Shell', 'World Wide Flags', 'Sanity Check'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners', 'OSINT', 'Beginners', 'Miscellaneous', 'Miscellaneous'], 'challenge_points': ['153', '65', '50', '207', '50', '150', '50'], 'solve_time': ['December 1st, 12:06:07 PM', 'December 1st, 11:43:58 AM', 'December 1st, 10:02:11 AM', 'November 30th, 10:21:11 PM', 'November 30th, 7:58:18 PM', 'November 30th, 7:33:09 PM', 'November 30th, 5:38:58 PM']}"
UciTeam1,722,"{'challenge_name': ['Too Hidden', 'Bulletproof', 'World Wide Flags', 'Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Forensics', 'OSINT', 'Miscellaneous', 'Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '207', '150', '50', '65', '50', '50'], 'solve_time': ['December 1st, 6:38:11 AM', 'December 1st, 2:35:04 AM', 'November 30th, 10:17:58 PM', 'November 30th, 8:04:26 PM', 'November 30th, 7:56:27 PM', 'November 30th, 6:12:14 PM', 'November 30th, 5:48:27 PM']}"
Intrusion Illusion,722,"{'challenge_name': ['Too Hidden', 'All your base are belong to us', 'Secure Shell', 'Bulletproof', 'World Wide Flags', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Forensics', 'Beginners', 'Beginners', 'OSINT', 'Miscellaneous', 'Miscellaneous', 'Beginners'], 'challenge_points': ['150', '65', '50', '207', '150', '50', '50'], 'solve_time': ['December 1st, 8:43:54 AM', 'December 1st, 6:06:11 AM', 'December 1st, 5:46:39 AM', 'December 1st, 5:26:33 AM', 'November 30th, 8:58:32 PM', 'November 30th, 7:14:38 PM', 'November 30th, 7:00:03 PM']}"
Astral,716,"{'challenge_name': ['Secure Shell', 'Too Hidden', 'Bongcloud', 'Forgot Password', 'World Wide Flags', 'Sanity Check'], 'challenge_category': ['Beginners', 'Forensics', 'Miscellaneous', 'Forensics', 'Miscellaneous', 'Miscellaneous'], 'challenge_points': ['50', '150', '153', '163', '150', '50'], 'solve_time': ['November 30th, 10:30:33 PM', 'November 30th, 9:51:07 PM', 'November 30th, 8:06:25 PM', 'November 30th, 7:27:05 PM', 'November 30th, 7:16:18 PM', 'November 30th, 6:05:17 PM']}"
PunchClub,705,"{'challenge_name': ['To the sky', 'Bulletproof', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['OSINT', 'OSINT', 'Miscellaneous', 'Beginners'], 'challenge_points': ['398', '207', '50', '50'], 'solve_time': ['December 1st, 7:26:49 AM', 'December 1st, 4:13:03 AM', 'December 1st, 3:48:28 AM', 'December 1st, 3:43:46 AM']}"
503 Brain Unavailable,705,"{'challenge_name': ['To the sky', 'Bulletproof', 'Secure Shell', 'Sanity Check'], 'challenge_category': ['OSINT', 'OSINT', 'Beginners', 'Miscellaneous'], 'challenge_points': ['398', '207', '50', '50'], 'solve_time': ['December 1st, 4:58:24 PM', 'December 1st, 3:07:35 PM', 'December 1st, 2:28:32 AM', 'November 30th, 11:20:11 PM']}"
PwnSec,681,"{'challenge_name': ['Bongcloud', 'Too Hidden', 'Sanity Check', 'Simpler RSA', 'All your base are belong to us', 'Secure Shell', 'Forgot Password'], 'challenge_category': ['Miscellaneous', 'Forensics', 'Miscellaneous', 'Beginners', 'Beginners', 'Beginners', 'Forensics'], 'challenge_points': ['153', '150', '50', '50', '65', '50', '163'], 'solve_time': ['December 1st, 1:44:46 AM', 'November 30th, 11:03:42 PM', 'November 30th, 10:15:27 PM', 'November 30th, 10:06:58 PM', 'November 30th, 10:01:30 PM', 'November 30th, 8:34:15 PM', 'November 30th, 8:10:41 PM']}"
CTFKINGS,681,"{'challenge_name': ['All your base are belong to us', 'Forgot Password', 'Too Hidden', 'Bongcloud', 'Simpler RSA', 'Secure Shell', 'Sanity Check'], 'challenge_category': ['Beginners', 'Forensics', 'Forensics', 'Miscellaneous', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '163', '150', '153', '50', '50', '50'], 'solve_time': ['December 1st, 3:55:10 PM', 'December 1st, 1:31:57 PM', 'December 1st, 12:59:26 PM', 'November 30th, 11:22:30 PM', 'November 30th, 10:35:24 PM', 'November 30th, 10:13:42 PM', 'November 30th, 5:33:41 PM']}"
0xInSec,678,"{'challenge_name': ['Guessy CTF Solver', 'World Wide Flags', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Web Exploitation', 'Miscellaneous', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['363', '150', '65', '50', '50'], 'solve_time': ['December 1st, 5:11:48 PM', 'December 1st, 3:30:26 AM', 'November 30th, 6:52:08 PM', 'November 30th, 6:15:30 PM', 'November 30th, 5:32:12 PM']}"
Huntik,676,"{'challenge_name': ['epsilonDH', 'Secure Shell', 'World Wide Flags', 'Forgot Password', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Cryptography', 'Beginners', 'Miscellaneous', 'Forensics', 'Beginners', 'Miscellaneous'], 'challenge_points': ['213', '50', '150', '163', '50', '50'], 'solve_time': ['December 1st, 4:08:31 AM', 'December 1st, 2:35:14 AM', 'December 1st, 1:16:41 AM', 'November 30th, 8:35:19 PM', 'November 30th, 8:30:09 PM', 'November 30th, 5:34:07 PM']}"
H4xor_Hunters,672,"{'challenge_name': ['World Wide Flags', 'Bulletproof', 'Too Hidden', 'Simpler RSA', 'All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Miscellaneous', 'OSINT', 'Forensics', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '207', '150', '50', '65', '50'], 'solve_time': ['December 1st, 5:13:06 PM', 'November 30th, 10:42:52 PM', 'November 30th, 9:56:32 PM', 'November 30th, 6:20:39 PM', 'November 30th, 6:03:46 PM', 'November 30th, 5:33:14 PM']}"
ks,668,"{'challenge_name': ['Too Hidden', 'Simpler RSA', 'Secure Shell', 'World Wide Flags', 'All your base are belong to us', 'Bongcloud', 'Sanity Check'], 'challenge_category': ['Forensics', 'Beginners', 'Beginners', 'Miscellaneous', 'Beginners', 'Miscellaneous', 'Miscellaneous'], 'challenge_points': ['150', '50', '50', '150', '65', '153', '50'], 'solve_time': ['December 1st, 1:33:54 AM', 'November 30th, 10:58:58 PM', 'November 30th, 10:53:48 PM', 'November 30th, 10:18:00 PM', 'November 30th, 9:46:55 PM', 'November 30th, 9:43:31 PM', 'November 30th, 9:05:05 PM']}"
banua,668,"{'challenge_name': ['All your base are belong to us', 'Bongcloud', 'Too Hidden', 'World Wide Flags', 'Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Forensics', 'Miscellaneous', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '153', '150', '150', '50', '50', '50'], 'solve_time': ['December 1st, 11:06:17 AM', 'December 1st, 10:28:44 AM', 'December 1st, 8:01:26 AM', 'November 30th, 11:01:02 PM', 'November 30th, 10:14:19 PM', 'November 30th, 10:08:01 PM', 'November 30th, 9:57:55 PM']}"
ForenSick,668,"{'challenge_name': ['All your base are belong to us', 'Bongcloud', 'Too Hidden', 'World Wide Flags', 'Simpler RSA', 'Secure Shell', 'Sanity Check'], 'challenge_category': ['Beginners', 'Miscellaneous', 'Forensics', 'Miscellaneous', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '153', '150', '150', '50', '50', '50'], 'solve_time': ['December 1st, 4:25:23 PM', 'December 1st, 4:03:39 PM', 'December 1st, 5:14:20 AM', 'December 1st, 1:37:00 AM', 'November 30th, 8:09:50 PM', 'November 30th, 8:04:51 PM', 'November 30th, 5:30:35 PM']}"
IITBreachers,666,"{'challenge_name': ['epsilonDH', 'Bongcloud', 'Secure Shell', 'World Wide Flags', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Cryptography', 'Miscellaneous', 'Beginners', 'Miscellaneous', 'Beginners', 'Miscellaneous'], 'challenge_points': ['213', '153', '50', '150', '50', '50'], 'solve_time': ['December 1st, 5:10:13 PM', 'December 1st, 4:08:43 PM', 'November 30th, 11:47:31 PM', 'November 30th, 7:18:59 PM', 'November 30th, 6:40:49 PM', 'November 30th, 5:31:12 PM']}"
Sinister Script,663,"{'challenge_name': ['Secure Shell', 'Guessy CTF Solver', 'Simpler RSA', 'World Wide Flags', 'Sanity Check'], 'challenge_category': ['Beginners', 'Web Exploitation', 'Beginners', 'Miscellaneous', 'Miscellaneous'], 'challenge_points': ['50', '363', '50', '150', '50'], 'solve_time': ['December 1st, 3:00:51 AM', 'November 30th, 11:26:47 PM', 'November 30th, 9:14:31 PM', 'November 30th, 8:43:51 PM', 'November 30th, 8:28:18 PM']}"
bleeding.eye,660,"{'challenge_name': ['Secure Shell', 'Bulletproof', 'Sanity Check', 'Bongcloud', 'World Wide Flags', 'Simpler RSA'], 'challenge_category': ['Beginners', 'OSINT', 'Miscellaneous', 'Miscellaneous', 'Miscellaneous', 'Beginners'], 'challenge_points': ['50', '207', '50', '153', '150', '50'], 'solve_time': ['December 1st, 2:44:14 AM', 'December 1st, 2:11:51 AM', 'December 1st, 1:06:21 AM', 'November 30th, 9:10:16 PM', 'November 30th, 6:57:11 PM', 'November 30th, 6:23:55 PM']}"
XxCerTiFied_YaPPerboyzXx,655,"{'challenge_name': ['To the sky', 'Bulletproof', 'Sanity Check'], 'challenge_category': ['OSINT', 'OSINT', 'Miscellaneous'], 'challenge_points': ['398', '207', '50'], 'solve_time': ['December 1st, 4:22:41 AM', 'November 30th, 11:14:38 PM', 'November 30th, 5:32:17 PM']}"
CtrlShiftWinAltL,639,"{'challenge_name': ['Reverb', 'Buffer Brawl', 'WhiteRabbit'], 'challenge_category': ['Pwn', 'Pwn', 'Beginners'], 'challenge_points': ['316', '228', '95'], 'solve_time': ['November 30th, 10:08:13 PM', 'November 30th, 8:35:16 PM', 'November 30th, 7:05:41 PM']}"
NEUQRO,639,"{'challenge_name': ['Reverb', 'Buffer Brawl', 'WhiteRabbit'], 'challenge_category': ['Pwn', 'Pwn', 'Beginners'], 'challenge_points': ['316', '228', '95'], 'solve_time': ['December 1st, 1:09:09 PM', 'December 1st, 12:33:34 PM', 'December 1st, 11:51:21 AM']}"
Team Pitruzilia,637,"{'challenge_name': ['epsilonDH', 'Sanity Check', 'Secure Shell', 'Rust Containment', 'Simpler RSA'], 'challenge_category': ['Cryptography', 'Miscellaneous', 'Beginners', 'Beginners', 'Beginners'], 'challenge_points': ['213', '50', '50', '274', '50'], 'solve_time': ['November 30th, 10:32:30 PM', 'November 30th, 9:59:57 PM', 'November 30th, 8:18:49 PM', 'November 30th, 6:58:37 PM', 'November 30th, 5:50:42 PM']}"
The Great Five,631,"{'challenge_name': ['Bongcloud', 'World Wide Flags', 'Forgot Password', 'All your base are belong to us', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Miscellaneous', 'Forensics', 'Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['153', '150', '163', '65', '50', '50'], 'solve_time': ['December 1st, 1:33:28 AM', 'November 30th, 11:59:22 PM', 'November 30th, 8:41:49 PM', 'November 30th, 7:49:02 PM', 'November 30th, 6:10:27 PM', 'November 30th, 5:40:52 PM']}"
vow,620,"{'challenge_name': ['Bulletproof', 'Too Hidden', 'Simpler RSA', 'Forgot Password', 'Sanity Check'], 'challenge_category': ['OSINT', 'Forensics', 'Beginners', 'Forensics', 'Miscellaneous'], 'challenge_points': ['207', '150', '50', '163', '50'], 'solve_time': ['November 30th, 11:05:58 PM', 'November 30th, 10:42:25 PM', 'November 30th, 8:47:01 PM', 'November 30th, 7:22:22 PM', 'November 30th, 6:53:14 PM']}"
PwnTeras,620,"{'challenge_name': ['epsilonDH', 'Bulletproof', 'World Wide Flags', 'Simpler RSA'], 'challenge_category': ['Cryptography', 'OSINT', 'Miscellaneous', 'Beginners'], 'challenge_points': ['213', '207', '150', '50'], 'solve_time': ['December 1st, 9:40:36 AM', 'December 1st, 6:29:58 AM', 'December 1st, 6:12:15 AM', 'November 30th, 11:36:17 PM']}"
Meteor dlc,616,"{'challenge_name': ['World Wide Flags', 'Secure Shell', 'Forgot Password', 'Bongcloud', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Forensics', 'Miscellaneous', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '50', '163', '153', '50', '50'], 'solve_time': ['December 1st, 2:02:39 AM', 'December 1st, 12:59:35 AM', 'November 30th, 11:54:56 PM', 'November 30th, 11:05:24 PM', 'November 30th, 10:45:38 PM', 'November 30th, 5:45:12 PM']}"
Thread in the Needle,614,"{'challenge_name': ['Just Lattice', 'Simpler RSA', 'epsilonDH'], 'challenge_category': ['Cryptography', 'Beginners', 'Cryptography'], 'challenge_points': ['351', '50', '213'], 'solve_time': ['December 1st, 1:01:58 AM', 'November 30th, 11:37:42 PM', 'November 30th, 11:37:32 PM']}"
0xE0F,613,"{'challenge_name': ['Bongcloud', 'World Wide Flags', 'Secure Shell', 'All your base are belong to us', 'WhiteRabbit', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Miscellaneous', 'Beginners', 'Beginners', 'Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['153', '150', '50', '65', '95', '50', '50'], 'solve_time': ['November 30th, 10:00:06 PM', 'November 30th, 9:40:10 PM', 'November 30th, 8:00:35 PM', 'November 30th, 6:57:08 PM', 'November 30th, 6:30:45 PM', 'November 30th, 5:53:56 PM', 'November 30th, 5:45:40 PM']}"
cat_loaf,610,"{'challenge_name': ['Too Hidden', 'Bongcloud', 'Bulletproof', 'Secure Shell', 'Sanity Check'], 'challenge_category': ['Forensics', 'Miscellaneous', 'OSINT', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '153', '207', '50', '50'], 'solve_time': ['December 1st, 12:26:35 PM', 'December 1st, 11:31:48 AM', 'December 1st, 9:03:34 AM', 'December 1st, 3:06:24 AM', 'November 30th, 11:27:00 PM']}"
Jack of Jokers,610,"{'challenge_name': ['Bulletproof', 'Simpler RSA', 'World Wide Flags', 'Bongcloud', 'Sanity Check'], 'challenge_category': ['OSINT', 'Beginners', 'Miscellaneous', 'Miscellaneous', 'Miscellaneous'], 'challenge_points': ['207', '50', '150', '153', '50'], 'solve_time': ['December 1st, 1:30:31 PM', 'December 1st, 2:29:28 AM', 'December 1st, 12:58:09 AM', 'November 30th, 11:25:06 PM', 'November 30th, 8:59:02 PM']}"
bquanman,599,"{'challenge_name': ['Black Meet Wukong', 'Forgot Password'], 'challenge_category': ['Forensics', 'Forensics'], 'challenge_points': ['436', '163'], 'solve_time': ['November 30th, 5:51:42 PM', 'November 30th, 5:42:23 PM']}"
M4shl3,599,"{'challenge_name': ['Black Meet Wukong', 'Forgot Password'], 'challenge_category': ['Forensics', 'Forensics'], 'challenge_points': ['436', '163'], 'solve_time': ['November 30th, 11:25:34 PM', 'November 30th, 5:49:39 PM']}"
5h4d0wb10k3r,594,"{'challenge_name': ['Reverb', 'Buffer Brawl', 'Simpler RSA'], 'challenge_category': ['Pwn', 'Pwn', 'Beginners'], 'challenge_points': ['316', '228', '50'], 'solve_time': ['December 1st, 8:39:27 AM', 'December 1st, 6:44:29 AM', 'December 1st, 5:09:18 AM']}"
Cryptonite,573,"{'challenge_name': ['World Wide Flags', 'WhiteRabbit', 'Forgot Password', 'Simpler RSA', 'Sanity Check', 'All your base are belong to us'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Forensics', 'Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['150', '95', '163', '50', '50', '65'], 'solve_time': ['November 30th, 7:20:36 PM', 'November 30th, 7:05:14 PM', 'November 30th, 6:08:22 PM', 'November 30th, 5:37:24 PM', 'November 30th, 5:35:14 PM', 'November 30th, 5:35:05 PM']}"
N!GhtMaRe,573,"{'challenge_name': ['Sanity Check', 'All your base are belong to us', 'WhiteRabbit', 'Too Hidden', 'Simpler RSA', 'Forgot Password'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Beginners', 'Forensics', 'Beginners', 'Forensics'], 'challenge_points': ['50', '65', '95', '150', '50', '163'], 'solve_time': ['December 1st, 3:49:15 AM', 'December 1st, 2:03:06 AM', 'December 1st, 1:49:34 AM', 'December 1st, 12:41:45 AM', 'December 1st, 12:38:13 AM', 'November 30th, 5:43:19 PM']}"
lil till real,572,"{'challenge_name': ['Bulletproof', 'All your base are belong to us', 'Too Hidden', 'Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['OSINT', 'Beginners', 'Forensics', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['207', '65', '150', '50', '50', '50'], 'solve_time': ['December 1st, 10:23:26 AM', 'December 1st, 10:22:41 AM', 'December 1st, 10:17:21 AM', 'December 1st, 10:16:51 AM', 'November 30th, 6:25:39 PM', 'November 30th, 5:31:43 PM']}"
CP_Z3R0,568,"{'challenge_name': ['Too Hidden', 'Bongcloud', 'World Wide Flags', 'All your base are belong to us', 'Sanity Check'], 'challenge_category': ['Forensics', 'Miscellaneous', 'Miscellaneous', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '153', '150', '65', '50'], 'solve_time': ['November 30th, 10:51:31 PM', 'November 30th, 9:49:21 PM', 'November 30th, 8:30:33 PM', 'November 30th, 5:54:14 PM', 'November 30th, 5:46:13 PM']}"
gigi,564,"{'challenge_name': ['Just Lattice', 'epsilonDH'], 'challenge_category': ['Cryptography', 'Cryptography'], 'challenge_points': ['351', '213'], 'solve_time': ['December 1st, 12:16:09 AM', 'November 30th, 11:50:25 PM']}"
IHK-1,563,"{'challenge_name': ['Forgot Password', 'Secure Shell', 'Too Hidden', 'Sanity Check', 'World Wide Flags'], 'challenge_category': ['Forensics', 'Beginners', 'Forensics', 'Miscellaneous', 'Miscellaneous'], 'challenge_points': ['163', '50', '150', '50', '150'], 'solve_time': ['December 1st, 2:19:58 PM', 'December 1st, 1:51:51 PM', 'December 1st, 12:46:54 PM', 'December 1st, 12:36:06 PM', 'December 1st, 12:30:50 PM']}"
DUCK DUCK PWN,548,"{'challenge_name': ['To the sky', 'Secure Shell', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['OSINT', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['398', '50', '50', '50'], 'solve_time': ['December 1st, 5:04:11 PM', 'December 1st, 3:11:44 PM', 'November 30th, 7:19:39 PM', 'November 30th, 5:54:21 PM']}"
16j,544,"{'challenge_name': ['Reverb', 'Buffer Brawl'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['316', '228'], 'solve_time': ['November 30th, 10:18:50 PM', 'November 30th, 8:58:05 PM']}"
GhostInTheShell,544,"{'challenge_name': ['Buffer Brawl', 'Reverb'], 'challenge_category': ['Pwn', 'Pwn'], 'challenge_points': ['228', '316'], 'solve_time': ['November 30th, 10:26:38 PM', 'November 30th, 7:51:21 PM']}"
HyperSpectrum,536,"{'challenge_name': ['Buffer Brawl', 'Forgot Password', 'WhiteRabbit', 'Sanity Check'], 'challenge_category': ['Pwn', 'Forensics', 'Beginners', 'Miscellaneous'], 'challenge_points': ['228', '163', '95', '50'], 'solve_time': ['December 1st, 7:37:31 AM', 'November 30th, 8:51:35 PM', 'November 30th, 7:46:44 PM', 'November 30th, 5:36:12 PM']}"
Ng00m4lDhuhr,528,"{'challenge_name': ['All your base are belong to us', 'Secure Shell', 'Too Hidden', 'Forgot Password', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Beginners', 'Beginners', 'Forensics', 'Forensics', 'Beginners', 'Miscellaneous'], 'challenge_points': ['65', '50', '150', '163', '50', '50'], 'solve_time': ['December 1st, 4:11:33 AM', 'December 1st, 1:51:42 AM', 'December 1st, 1:16:48 AM', 'November 30th, 11:50:30 PM', 'November 30th, 7:20:47 PM', 'November 30th, 5:55:28 PM']}"
3r0th3r CC,528,"{'challenge_name': ['World Wide Flags', 'Secure Shell', 'Forgot Password', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Miscellaneous', 'Beginners', 'Forensics', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['150', '50', '163', '65', '50', '50'], 'solve_time': ['December 1st, 3:37:59 PM', 'November 30th, 8:21:08 PM', 'November 30th, 7:33:33 PM', 'November 30th, 6:13:06 PM', 'November 30th, 6:11:09 PM', 'November 30th, 6:05:33 PM']}"
ZZZZ,528,"{'challenge_name': ['Forgot Password', 'Too Hidden', 'Secure Shell', 'All your base are belong to us', 'Simpler RSA', 'Sanity Check'], 'challenge_category': ['Forensics', 'Forensics', 'Beginners', 'Beginners', 'Beginners', 'Miscellaneous'], 'challenge_points': ['163', '150', '50', '65', '50', '50'], 'solve_time': ['December 1st, 3:55:19 PM', 'December 1st, 2:14:38 PM', 'November 30th, 8:24:04 PM', 'November 30th, 6:46:36 PM', 'November 30th, 6:29:40 PM', 'November 30th, 5:49:46 PM']}"
sessantanove,518,"{'challenge_name': ['Bongcloud', 'World Wide Flags', 'Secure Shell', 'All your base are belong to us', 'Sanity Check', 'Simpler RSA'], 'challenge_category': ['Miscellaneous', 'Miscellaneous', 'Beginners', 'Beginners', 'Miscellaneous', 'Beginners'], 'challenge_points': ['153', '150', '50', '65', '50', '50'], 'solve_time': ['November 30th, 10:57:01 PM', 'November 30th, 10:10:05 PM', 'November 30th, 8:45:26 PM', 'November 30th, 8:17:03 PM', 'November 30th, 7:33:36 PM', 'November 30th, 7:17:59 PM']}"
