,Team,Challenges
313,starrysky,"{'challenge_name': ['Sanity check', 'Shellcode Runner 3', '', '', ''], 'challenge_points': ['10', '300', '', '', ''], 'challenge_score': '310'}"
314,Hash Dogs,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Almost DSA', 'Pigeon Post (1)', ''], 'challenge_points': ['10', '100', '100', '100', ''], 'challenge_score': '310'}"
315,Newbs,"{'challenge_name': ['Sanity check', 'ChatGGT (1)', 'New Free Lunch', 'Pigeon Post (1)', ''], 'challenge_points': ['10', '100', '100', '100', ''], 'challenge_score': '310'}"
316,Hasaki,"{'challenge_name': ['Baby Cracker', 'Cyp.ress', '', '', ''], 'challenge_points': ['100', '200', '', '', ''], 'challenge_score': '300'}"
317,w7w7,"{'challenge_name': [""Where's the APT Attack (1)"", 'One Way Room', '', '', ''], 'challenge_points': ['150', '150', '', '', ''], 'challenge_score': '300'}"
318,noop,"{'challenge_name': ['Almost DSA', 'ChatGGT (1)', 'Flag hasher', '', ''], 'challenge_points': ['100', '100', '100', '', ''], 'challenge_score': '300'}"
319,WillNotSmith,"{'challenge_name': ['Shellcode Runner 3', '', '', '', ''], 'challenge_points': ['300', '', '', '', ''], 'challenge_score': '300'}"
320,wack,"{'challenge_name': [""Mystiz's Mini CTF (1)"", ""Mystiz's Mini CTF (2)"", '', '', ''], 'challenge_points': ['200', '100', '', '', ''], 'challenge_score': '300'}"
321,pirate ,"{'challenge_name': ['One Way Room', ""Where's the APT Attack (1)"", '', '', ''], 'challenge_points': ['150', '150', '', '', ''], 'challenge_score': '300'}"
322,S0138 - Youth College (Kwai Fong),"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
323,T0049 - Test_flag,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
324,S0161 - The Chinese Foundation Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
325,S0105 - CCC Kei Yuen College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
326,S0017 - Ying Wa Girls' School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
327,Nasi Lemak,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
328,S0136 - TWGHs Lui Yun Choy Memorial College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
329,S0104 - CCC Kei Yuen College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '10', '150', ''], 'challenge_score': '270'}"
330,O0010 - HackyClub TeamB,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
331,S0112 - TWGHs Wong Fut Nam College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
332,S0106 - CCC Kei Yuen College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
333,br4inr0t,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['100', '10', '10', '150', ''], 'challenge_score': '270'}"
334,S0052 - Mu Kuang English School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
335,S0159 - Shatin Pui Ying College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
336,S0061 - Hong Kong Institute of Contemporary Culture Lee Shau Kee School of Creativity,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['100', '10', '10', '150', ''], 'challenge_score': '270'}"
337,S0044 - CNEC Lau Wing Sang Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '10', '150', ''], 'challenge_score': '270'}"
338,S0164 - St. Stephen's Church College,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['100', '10', '10', '150', ''], 'challenge_score': '270'}"
339,S0040 - Kwun Tong Maryknoll College,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '10', '100', '150', ''], 'challenge_score': '270'}"
340,S0091 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'Feedback', 'Void'], 'challenge_points': ['10', '100', '50', '10', '100'], 'challenge_score': '270'}"
341,O0022 - Rio Lin,"{'challenge_name': ['New Free Lunch', 'Webpage to PDF (1)', 'Sanity check', 'Feedback', ''], 'challenge_points': ['100', '150', '10', '10', ''], 'challenge_score': '270'}"
342,S0067 - Pui Shing Catholic Secondary School,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '10', '100', '150', ''], 'challenge_score': '270'}"
343,O0019 - Open Team 666,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['100', '10', '150', '10', ''], 'challenge_score': '270'}"
344,S0173 - TWGHs LEE CHING DEA MEMORIAL COLLEGE,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['100', '10', '10', '150', ''], 'challenge_score': '270'}"
345,S0072 - S.K.H. Tsang Shiu Tim Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
346,O0042 - HKH Group,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Get Flag Yourself', 'Feedback', 'Flag hasher'], 'challenge_points': ['100', '10', '50', '10', '100'], 'challenge_score': '270'}"
347,S0128 - Po Leung Kuk Vicwood K.T.Chong Sixth Form College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
348,O0088 - TRYTRY,"{'challenge_name': ['Sanity check', ""Where's the APT Attack (1)"", 'Feedback', 'New Free Lunch', ''], 'challenge_points': ['10', '150', '10', '100', ''], 'challenge_score': '270'}"
349,Catsss,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Get Flag Yourself', 'ChatGGT (1)', 'Feedback'], 'challenge_points': ['10', '100', '50', '100', '10'], 'challenge_score': '270'}"
350,Nexus,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', 'Void', 'Get Flag Yourself'], 'challenge_points': ['10', '10', '100', '100', '50'], 'challenge_score': '270'}"
351,S0082 - St. Mark’s School,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['100', '10', '150', '10', ''], 'challenge_score': '270'}"
352,S0109 - hkuga college,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
353,O0136 - 007,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['100', '10', '150', '10', ''], 'challenge_score': '270'}"
354,S0180 - SKH Lui Ming Choi Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
355,S0063 - Ying Wa College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
356,S0099 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '10', '150', ''], 'challenge_score': '270'}"
357,S0076 - Immaculate Heart of Mary College,"{'challenge_name': ['Feedback', 'Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '10', '100', '150', ''], 'challenge_score': '270'}"
358,"S0086 - Wah Yan College, Kowloon","{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
359,S0055 - Stewards Pooi Kei College,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['100', '10', '10', '150', ''], 'challenge_score': '270'}"
360,( •_•)>⌐■-■,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '10', '150', ''], 'challenge_score': '270'}"
361,O0058 - mulch-unbitten,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
362,T0024 - UnsungF1ag,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
363,S0081 - The Chinese Foundation Secondary School,"{'challenge_name': ['RSA LCG (1)', 'ISH (2)', 'ISH (1)', 'Sanity check', 'ChatGGT (1)', 'Almost DSA', 'RSA LCG (3)', 'RSA LCG (0)', 'Get Flag Yourself', 'ISA 101', 'Cyp.ress', 'Morph', ""Where's the APT Attack (1)"", 'One Way Room', 'Baby Cracker', 'Scratch ERCode', 'New Free Lunch', 'Custom Web Server (1)', 'RSA LCG (2)', 'Postfix expression calculator', 'Webpage to PDF (1)', 'Flipper Hero', 'Flag hasher', 'JSPyaml', ""Mystiz's Mini CTF (1)"", ""Mystiz's Mini CTF (2)"", 'mAEStro (1): Sample', 'Void', 'Tuning Keyboard 5', 'Pigeon Post (1)', 'ChatGGT (2)', 'Pigeon Post (2)', 'Crack the Pack (Ⅰ): Head and Shoulders', 'Tuning Keyboard 5.5', 'My Lovely Cats', 'Feedback', 'B6ACP', 'Shellcode Runner 3', 'Shellcode Runner 3 Revenge', 'Yet another crackme', 'Flag Checker', 'mAEStro (2): Shuffle', 'Black C2', 'Cook book', 'Jane Streak Amateurs', 'Hearing Check', 'Crack the Pack (Ⅱ): Knees and Toes', 'Custom Web Server (2)', 'MBTI Radar', 'Python Calculator 2'], 'challenge_points': ['300', '350', '200', '10', '100', '100', '200', '100', '50', '200', '200', '300', '150', '150', '100', '200', '100', '150', '400', '220', '150', '250', '100', '400', '200', '100', '250', '100', '255', '100', '230', '250', '200', '444', '200', '10', '100', '300', '150', '100', '200', '350', '400', '250', '150', '100', '375', '300', '500', '400'], 'challenge_score': '10494'}"
364,C4n't_f@i1_k0mputer+4rchit3c7urE,"{'challenge_name': ['Sanity check', 'Feedback', ""Where's the APT Attack (1)"", 'New Free Lunch', ''], 'challenge_points': ['10', '10', '150', '100', ''], 'challenge_score': '270'}"
365,S0079 - St. Paul's Secondary School,"{'challenge_name': ['Sanity check', 'Scratch ERCode', 'Cyp.ress', 'Postfix expression calculator', 'ISH (1)', 'ChatGGT (1)', 'New Free Lunch', ""Where's the APT Attack (1)"", 'Get Flag Yourself', 'Baby Cracker', 'Almost DSA', 'RSA LCG (0)', 'One Way Room', 'Morph', 'RSA LCG (1)', 'ISA 101', 'Custom Web Server (1)', 'Mask-mask-RSA', 'Black C2', 'Void', 'Pigeon Post (1)', 'RSA LCG (2)', 'Yet another crackme', 'Flag hasher', 'Shellcode Runner 3', 'Webpage to PDF (1)', 'Crack the Pack (Ⅰ): Head and Shoulders', 'Flipper Hero', 'My Lovely Cats', 'Crack the Pack (Ⅱ): Knees and Toes', 'Flag Checker', 'RSA LCG (3)', 'ChatGGT (2)', 'mAEStro (1): Sample', ""Mystiz's Mini CTF (1)"", 'B6ACP', 'Pigeon Post (2)', 'Feedback', 'Cook book', 'Shellcode Runner 3 Revenge', 'Hearing Check', 'Jane Streak Amateurs', 'Bashed!', 'Python Calculator 2', 'JSPyaml', 'mAEStro (2): Shuffle', ""Mystiz's Mini CTF (2)""], 'challenge_points': ['10', '200', '200', '220', '200', '100', '100', '150', '50', '100', '100', '100', '150', '300', '300', '200', '150', '500', '400', '100', '100', '400', '100', '100', '300', '150', '200', '250', '200', '375', '200', '200', '230', '250', '200', '100', '250', '10', '250', '150', '100', '150', '500', '400', '400', '350', '100'], 'challenge_score': '9645'}"
366,S0084 - Kwok Tak Seng Catholic Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
367,T0072 - HKMU,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', 'Feedback', ''], 'challenge_points': ['10', '100', '150', '10', ''], 'challenge_score': '270'}"
368,S0162 - TWGHs Li Ka Shing College,"{'challenge_name': ['Sanity check', 'Feedback', 'New Free Lunch', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '10', '100', '150', ''], 'challenge_score': '270'}"
369,T0044 - No Idea,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['10', '100', '10', '150', ''], 'challenge_score': '270'}"
370,S0093 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Feedback', 'Webpage to PDF (1)', ''], 'challenge_points': ['100', '10', '10', '150', ''], 'challenge_score': '270'}"
371,justwanttolearn,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'ChatGGT (1)', 'Get Flag Yourself', ''], 'challenge_points': ['10', '100', '100', '50', ''], 'challenge_score': '260'}"
372,DLC,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Custom Web Server (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
373,Ultramy,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'ChatGGT (1)', 'Get Flag Yourself', ''], 'challenge_points': ['10', '100', '100', '50', ''], 'challenge_score': '260'}"
374,ShpufTeam,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Custom Web Server (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
375,hengker gacor,"{'challenge_name': ['New Free Lunch', 'ChatGGT (1)', 'Get Flag Yourself', 'Sanity check', ''], 'challenge_points': ['100', '100', '50', '10', ''], 'challenge_score': '260'}"
376,Scoreboard Grind Playaah,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', 'Sanity check', '', ''], 'challenge_points': ['100', '150', '10', '', ''], 'challenge_score': '260'}"
377,Testers,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Where's the APT Attack (1)"", '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
378,Fuses,"{'challenge_name': ['Sanity check', 'Get Flag Yourself', 'New Free Lunch', 'RSA LCG (0)', ''], 'challenge_points': ['10', '50', '100', '100', ''], 'challenge_score': '260'}"
379,T0005 - F.R.D,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Where's the APT Attack (1)"", '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
380,0x0x0x,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Custom Web Server (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
381,m1nt4l1ty,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Where's the APT Attack (1)"", '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
382,T0032 - Techfor1,"{'challenge_name': ['Get Flag Yourself', 'Sanity check', 'New Free Lunch', 'RSA LCG (0)', ''], 'challenge_points': ['50', '10', '100', '100', ''], 'challenge_score': '260'}"
383,S0014 - Queen Elizabeth School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
384,pandapandas,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
385,CH4R513WF4N,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
386,Dark Horse,"{'challenge_name': ['Sanity check', 'RSA LCG (0)', 'Postfix expression calculator', 'RSA LCG (1)', 'Get Flag Yourself', 'Morph', ""Where's the APT Attack (1)"", 'Custom Web Server (1)', 'ChatGGT (1)', 'Almost DSA', 'New Free Lunch', 'ISH (1)', 'Baby Cracker', 'ISA 101', 'Cyp.ress', 'ISH (2)', 'ISH (3)', 'Webpage to PDF (1)', 'Pigeon Post (1)', 'Void', 'Yet another crackme', ""Mystiz's Mini CTF (2)"", 'Black C2', 'My Lovely Cats', 'Jane Streak Amateurs', 'Flag hasher', 'Cook book', 'ChatGGT (2)', 'Feedback', 'Flipper Hero', 'RSA LCG (3)', 'Shellcode Runner 3', 'Shellcode Runner 3 Revenge', 'mAEStro (1): Sample', 'mAEStro (2): Shuffle', 'B6ACP', 'Tuning Keyboard 5', 'One Way Room', 'Flag Checker', 'MBTI Radar', 'Tuning Keyboard 5.5', 'Pigeon Post (2)', 'Bashed!', 'Scratch ERCode', 'Hearing Check'], 'challenge_points': ['10', '100', '220', '300', '50', '300', '150', '150', '100', '100', '100', '200', '100', '200', '200', '350', '500', '150', '100', '100', '100', '100', '400', '200', '150', '100', '250', '230', '10', '250', '200', '300', '150', '250', '350', '100', '255', '150', '200', '500', '444', '250', '500', '200', '100'], 'challenge_score': '9219'}"
387,O0035 - Victoria,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
388,O0090 - O0090 - shyGuy,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
389,CRMA CYBER CLUB,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
390,S0083 - Kwok Tak Seng Catholic Secondary School,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
391,Char Siu,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
392,O0123 - SRisFun2,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
393,RemoteException,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Baby Cracker', 'Get Flag Yourself', ''], 'challenge_points': ['100', '10', '100', '50', ''], 'challenge_score': '260'}"
394,DegenB,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Custom Web Server (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
395,sifta,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
396,baeke,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['100', '10', '150', '', ''], 'challenge_score': '260'}"
397,konstanziskool,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['100', '10', '150', '', ''], 'challenge_score': '260'}"
398,Waveform,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
399,HeoTae,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'One Way Room', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
400,S0042 - Po Leung Kuk Wu Chung College,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['10', '100', '150', '', ''], 'challenge_score': '260'}"
401,Blood Hunters,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Webpage to PDF (1)', '', ''], 'challenge_points': ['100', '10', '150', '', ''], 'challenge_score': '260'}"
402,T0042 - HKUST,"{'challenge_name': ['Sanity check', 'Webpage to PDF (1)', 'New Free Lunch', '', ''], 'challenge_points': ['10', '150', '100', '', ''], 'challenge_score': '260'}"
403,Orz,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', '', '', ''], 'challenge_points': ['100', '150', '', '', ''], 'challenge_score': '250'}"
404,xtafcxz,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', '', '', ''], 'challenge_points': ['100', '150', '', '', ''], 'challenge_score': '250'}"
405,decl,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', '', '', ''], 'challenge_points': ['100', '150', '', '', ''], 'challenge_score': '250'}"
406,S0120 - TWGHs Sun Hoi Directors' College,"{'challenge_name': ['New Free Lunch', 'Webpage to PDF (1)', '', '', ''], 'challenge_points': ['100', '150', '', '', ''], 'challenge_score': '250'}"
407,iaohkut,"{'challenge_name': ['New Free Lunch', 'Webpage to PDF (1)', '', '', ''], 'challenge_points': ['100', '150', '', '', ''], 'challenge_score': '250'}"
408,a12,"{'challenge_name': ['New Free Lunch', 'Custom Web Server (1)', '', '', ''], 'challenge_points': ['100', '150', '', '', ''], 'challenge_score': '250'}"
409,T0041 - NJ,"{'challenge_name': ['New Free Lunch', 'Webpage to PDF (1)', '', '', ''], 'challenge_points': ['100', '150', '', '', ''], 'challenge_score': '250'}"
410,AceTeam,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Baby Cracker', 'Feedback', ''], 'challenge_points': ['100', '10', '100', '10', ''], 'challenge_score': '220'}"
411,elif,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Void', 'Feedback', ''], 'challenge_points': ['10', '100', '100', '10', ''], 'challenge_score': '220'}"
412,S0151 - Kowloon True Light School,"{'challenge_name': ['New Free Lunch', 'RSA LCG (0)', 'Sanity check', 'Feedback', ''], 'challenge_points': ['100', '100', '10', '10', ''], 'challenge_score': '220'}"
413,S0090 - BISHOP HALL JUBILEE SCHOOL,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Void', ''], 'challenge_points': ['10', '100', '10', '100', ''], 'challenge_score': '220'}"
414,Kowloon True Light School,"{'challenge_name': ['Sanity check', 'RSA LCG (0)', 'Feedback', 'New Free Lunch', ''], 'challenge_points': ['10', '100', '10', '100', ''], 'challenge_score': '220'}"
415,ri5e,"{'challenge_name': ['Feedback', 'Sanity check', 'RSA LCG (0)', 'ChatGGT (1)', ''], 'challenge_points': ['10', '10', '100', '100', ''], 'challenge_score': '220'}"
416,O0100 - GO,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Feedback', 'Baby Cracker', ''], 'challenge_points': ['10', '100', '10', '100', ''], 'challenge_score': '220'}"
417,S0059 - The Chinese Foundation Secondary School,"{'challenge_name': ['Sanity check', 'Webpage to PDF (1)', 'Get Flag Yourself', 'Feedback', ''], 'challenge_points': ['10', '150', '50', '10', ''], 'challenge_score': '220'}"
418,ktranowl,"{'challenge_name': ['Sanity check', 'ChatGGT (1)', 'New Free Lunch', '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
419,UKFC,"{'challenge_name': ['Baby Cracker', 'ChatGGT (1)', 'Sanity check', '', ''], 'challenge_points': ['100', '100', '10', '', ''], 'challenge_score': '210'}"
420,👑 CROWN 👑,"{'challenge_name': ['Sanity check', 'ChatGGT (1)', 'New Free Lunch', '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
421,O0133 - Rage your dream,"{'challenge_name': ['RSA LCG (0)', 'Sanity check', 'New Free Lunch', '', ''], 'challenge_points': ['100', '10', '100', '', ''], 'challenge_score': '210'}"
422,R3nabled,"{'challenge_name': ['Baby Cracker', 'Sanity check', 'New Free Lunch', '', ''], 'challenge_points': ['100', '10', '100', '', ''], 'challenge_score': '210'}"
423,c0nrad,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'ChatGGT (1)', '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
424,/tmp/red,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Mystiz's Mini CTF (2)"", '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
425,nothing,{}
426,nothing,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Mystiz's Mini CTF (2)"", '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
427,Hackarberget,"{'challenge_name': ['Sanity check', 'Void', 'New Free Lunch', '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
428,Friday_guz,"{'challenge_name': ['New Free Lunch', 'Sanity check', 'Baby Cracker', '', ''], 'challenge_points': ['100', '10', '100', '', ''], 'challenge_score': '210'}"
429,CryptoKobolds,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Void', '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
430,O0122 - HK_Dude,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Void', '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
431,Fh5hEvilT34ch3r,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Mystiz's Mini CTF (2)"", '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
432,ch3nx1,"{'challenge_name': ['Sanity check', 'New Free Lunch', ""Mystiz's Mini CTF (2)"", '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
433,Team Krabath,"{'challenge_name': ['Baby Cracker', 'Sanity check', 'RSA LCG (0)', '', ''], 'challenge_points': ['100', '10', '100', '', ''], 'challenge_score': '210'}"
434,O0005 - Achieve IT Ideas,"{'challenge_name': ['Sanity check', 'New Free Lunch', 'Baby Cracker', '', ''], 'challenge_points': ['10', '100', '100', '', ''], 'challenge_score': '210'}"
